1.0,32.0,1.0,6.0,1.0,0.0,3.0,False,False,False
0.0,23.0,0.0,10.0,0.0,0.0,5.0,False,False,False
1.0,28.0,1.0,10.0,0.0,1.0,4.0,False,False,False
1.0,27.0,0.0,13.0,1.0,1.0,4.0,False,False,False
0.0,21.0,1.0,4.0,0.0,0.0,1.0,False,False,False
1.0,23.0,1.0,12.0,0.0,0.3120218502538793,3.0,False,False,False
1.0,26.0,1.0,9.0,0.0,1.0,2.0,False,False,False
1.0,29.0,1.0,10.0,0.0,1.0,3.0,False,False,False
0.0,21.0,1.0,11.0,0.0,1.0,1.0,False,False,False
1.0,26.0,0.14060119621733103,9.0,0.0,1.0,1.0,False,False,False
0.0,24.0,1.0,9.0,0.0,0.0,1.0,False,False,False
1.0,28.0,0.0,7.0,0.0,0.0,4.0,False,False,False
1.0,35.0,1.0,8.0,1.0,0.0,2.0,False,False,False
1.0,26.0,1.0,12.0,0.0,0.0,4.354101433600198,False,False,False
1.0,39.0,1.0,10.0,1.0,0.0,3.0,False,False,False
0.0,37.0,1.0,7.0,0.0,0.0,2.0,False,False,False
0.0,33.0,1.0,11.0,1.0,0.0,4.0,False,False,False
0.0,25.0,0.0,4.0,0.0,0.0,2.0,False,False,False
1.0,34.0,1.0,7.0,0.0,0.0,3.0,False,False,False
0.0,25.0,1.0,10.0,0.0,0.0,2.0,False,False,False
1.0,31.0,1.0,6.17562519364402,1.0,0.0,2.0,False,False,False
1.0,36.0,1.0,8.0,1.0,1.0,3.0,False,False,False
0.0,26.0,1.0,12.0,1.0,1.0,1.0,False,False,False
1.0,26.0,1.0,10.0,0.0,1.0,1.0,False,False,False
0.0,36.0,1.0,9.0,1.0,0.0,3.0,False,False,False
1.0,40.0,1.0,10.0,1.0,1.0,5.0,False,False,False
1.0,31.0,0.0,11.0,0.0,1.0,3.0,False,False,False
1.0,32.0,1.0,11.0,1.0,1.0,4.0,False,False,False
0.0,28.0,1.0,9.0,0.0,0.0,5.0,False,False,False
1.0,33.0,1.0,8.0,1.0,0.0,4.0,False,False,False
1.0,36.0,1.0,7.0,1.0,1.0,2.0,False,False,False
1.0,38.0,1.0,10.0,1.0,1.0,4.0,False,False,False
1.0,31.0,1.0,10.0,1.0,0.0,2.0,False,False,False
0.0,21.0,1.0,8.0,0.0,1.0,4.0,False,False,False
1.0,33.0,1.0,7.0,0.0,1.0,2.0,False,False,False
1.0,26.0,1.0,8.0,1.0,1.0,2.0,False,False,False
1.0,36.0,0.0,11.0,1.0,1.0,3.0,False,False,False
1.0,36.0,1.0,9.0,0.35425828234529066,0.0,1.0,False,False,False
1.0,28.0,0.0,12.0,1.0,1.0,4.0,False,False,False
1.0,41.0,0.9170239501704316,4.0,0.08297604982956841,0.0,3.0,False,False,False
0.0,34.0,1.0,6.0,0.0,1.0,3.0,False,False,False
0.0,30.0,1.0,7.0,0.0,0.0,3.0,False,False,False
1.0,39.0,0.0,11.0,1.0,1.0,4.0,False,False,False
0.0,24.0,1.0,4.0,0.0,0.0,1.0,False,False,False
0.0,30.0,1.0,9.0,1.0,1.0,2.0,False,False,False
1.0,27.0,1.0,11.0,1.0,1.0,4.0,False,False,False
0.0,27.0,1.0,10.0,1.0,1.0,3.0,False,False,False
1.0,29.0,1.0,10.0,1.0,0.0,3.0,False,False,False
1.0,35.0,1.0,8.0,1.0,0.0,2.0,False,False,False
1.0,24.0,1.0,11.0,1.0,1.0,1.0,False,False,False
0.0,33.0,0.0,5.0,0.0,1.0,2.0,False,False,False
1.0,30.0,1.0,8.0,1.0,1.0,4.0,False,False,False
1.0,31.0,1.0,8.0,0.0,0.0,2.0,False,False,False
1.0,29.0,1.0,11.0,1.0,1.0,2.0,False,False,False
0.0,31.0,1.0,6.0,1.0,0.0,3.0,False,False,False
1.0,29.0,1.0,12.0,1.0,1.0,3.0,False,False,False
1.0,22.0,0.0,9.0,1.0,1.0,4.0,False,False,False
0.0,27.0,1.0,1.0,0.0,0.0,3.0,False,False,False
0.0,27.0,0.0,12.0,1.0,1.0,3.0,False,False,False
0.0,24.0,1.0,6.0,0.0,0.0,2.0,False,False,False
1.0,33.0,1.0,8.0,1.0,1.0,5.0,False,False,False
0.0,24.0,1.0,10.0,1.0,1.0,3.0,False,False,False
0.0,26.0,1.0,6.0,1.0,1.0,2.0,False,False,False
0.0,31.0,0.0,13.0,1.0,1.0,3.0,False,False,False
1.0,25.0,0.0,10.0,1.0,0.0,3.0,False,False,False
0.0,37.0,1.0,6.0,0.0,0.0,1.0,False,False,False
0.0,37.0,1.0,7.0,0.0,0.0,1.0,False,False,False
0.0,33.0,1.0,5.0,0.0,1.0,2.0,False,False,False
0.0,28.0,1.0,8.0,0.0,0.0,3.0,False,False,False
1.0,35.0,0.0,9.0,1.0,1.0,4.0,False,False,False
1.0,24.0,1.0,13.0,0.0,0.0,3.0,False,False,False
1.0,29.0,0.0,12.0,1.0,1.0,5.0,False,False,False
1.0,29.0,0.22202117324961412,10.0,1.0,0.0,5.0,False,False,False
1.0,23.0,0.0,10.0,1.0,0.0,4.947047990025357,False,False,False
0.0,22.0,1.0,5.0,0.0,0.0,3.0,False,False,False
0.0,25.0,1.0,8.0,0.0,1.0,1.0,False,False,False
0.0,30.0,1.0,7.0,0.0,1.0,3.0,False,False,False
0.0,40.0,0.0,9.0,0.0,0.0,2.0,False,False,False
0.0,29.0,1.0,9.0,1.0,1.0,3.0,False,False,False
1.0,35.0,1.0,8.0,1.0,0.0,2.0,False,False,False
0.0,19.0,1.0,3.0,0.0,0.0,1.0,False,False,False
1.0,23.0,1.0,10.0,0.0,0.3313385840102162,1.0,False,False,False
1.0,26.0,1.0,6.0,1.0,1.0,3.0,False,False,False
1.0,31.0,1.0,13.0,0.0,0.0,2.0,False,False,False
1.0,31.0,1.0,10.0,0.0,1.0,3.0,False,False,False
1.0,38.0,1.0,6.0,1.0,1.0,3.0,False,False,False
1.0,36.0,1.0,10.0,1.0,1.0,3.0,False,False,False
0.0,28.0,1.0,12.0,1.0,0.0,2.0,False,False,False
0.0,24.0,0.0,8.0,1.0,0.0,4.0,False,False,False
0.0,29.0,1.0,7.0,0.0,1.0,2.0,False,False,False
0.0,25.0,1.0,12.0,0.0,1.0,1.0,False,False,False
0.0,26.0,0.0,1.0,1.0,0.0,2.0,False,False,False
0.0,27.0,1.0,9.0,1.0,0.0,4.0,False,False,False
0.0,36.0,1.0,8.0,0.0,1.0,2.0,False,False,False
1.0,30.0,1.0,10.0,0.0,0.0,4.0,False,False,False
0.0,27.0,1.0,10.0,0.0,0.0,1.0,False,False,False
1.0,31.0,1.0,9.0,1.0,1.0,4.0,False,False,False
1.0,34.0,0.0,11.0,1.0,0.0,5.0,False,False,False
0.0,25.0,1.0,12.0,1.0,0.0,2.0,False,False,False
0.0,29.0,1.0,8.0,0.0,1.0,2.0,False,False,False
1.0,32.0,1.0,9.0,1.0,0.0,4.0,False,False,False
0.0,28.0,1.0,6.0,0.0,1.0,1.0,False,False,False
1.0,34.0,1.0,7.0,1.0,1.0,3.0,False,False,False
0.0,33.0,0.0,7.0,1.0,1.0,2.0,False,False,False
0.0,24.0,1.0,8.0,0.0,0.0,1.0,False,False,False
1.0,35.0,0.0,8.0,1.0,1.0,3.0,False,False,False
0.0,29.0,1.0,5.0,0.0,0.0,1.0,False,False,False
1.0,28.0,1.0,11.0,1.0,1.0,1.0,False,False,False
1.0,36.0,1.0,10.903745838030305,0.0,0.0,3.0,False,False,False
1.0,38.0,1.0,11.0,1.0,1.0,3.0,False,False,False
1.0,30.0,0.0,13.0,0.0,0.0,4.0,False,False,False
0.0,23.0,1.0,10.0,0.0,1.0,3.0,False,False,False
0.0,22.0,1.0,2.0,0.0,0.0,2.0,False,False,False
1.0,39.0,0.0,9.0,1.0,1.0,4.0,False,False,False
0.0,29.0,1.0,7.0,0.0,1.0,2.0,False,False,False
1.0,28.0,0.0,7.0,0.10944443209164179,1.0,3.0,False,False,False
1.0,38.0,0.0,13.0,1.0,1.0,4.0,False,False,False
1.0,25.0,0.0,13.0,0.7777416662462955,0.0,2.0,False,False,False
0.0,28.0,0.0,8.0,1.0,1.0,5.0,False,False,False
1.0,25.0,0.7903928687590308,11.0,0.0,0.0,4.0,False,False,False
1.0,30.0,1.0,9.0,0.0,1.0,4.0,False,False,False
1.0,30.0,1.0,9.0,1.0,1.0,3.0,False,False,False
1.0,27.0,1.0,12.0,1.0,1.0,3.0,False,False,False
